Time,FL0_ang,FL1_ang,FL2_ang,FR0_ang,FR1_ang,FR2_ang,RL0_ang,RL1_ang,RL2_ang,RR0_ang,RR1_ang,RR2_ang
22.53,-0.0558142948939929,0.901130299675026,-1.76883035721198,0.0605763189411739,1.12102866273207,-2.02045265663652,-0.15079255366461,0.991066887560229,-1.91459331629865,0.243417054124774,0.805213471505613,-1.6335675549005
22.535,-0.054888778600022,0.90239055091672,-1.76792577300391,0.0604983182626107,1.12787407924547,-2.04224567001368,-0.151945353950256,1.00198788605144,-1.94043629744576,0.244386438280075,0.80724784126421,-1.63359837028495
22.54,-0.0536218086053983,0.903436688850104,-1.76723802194859,0.0601565305389477,1.13397702879153,-2.06182639847121,-0.152966007720645,1.01194952422046,-1.96415941987395,0.245617354308663,0.809017815547443,-1.63363804388922
22.545,-0.052205877985906,0.904517872692069,-1.76676255990404,0.0595901540669205,1.13932597912745,-2.07964956430442,-0.153900506363763,1.02102825906202,-1.98580838872232,0.246980699534242,0.81063211510871,-1.63370576606079
22.55,-0.0506524144390228,0.905796680223163,-1.76644983288854,0.0588178201558159,1.14411221403877,-2.09663067907047,-0.154946106094672,1.02960023232988,-2.00648877829016,0.248590638786659,0.812239504674235,-1.63382236935377
22.555,-0.0488989138350974,0.907066289612466,-1.76619326147454,0.0579597120866626,1.14821456213079,-2.11227345864992,-0.156222293875394,1.03745611700986,-2.02586603404895,0.250445927646354,0.813754550231142,-1.63398136702489
22.56,-0.0470756696361509,0.908305601607228,-1.76596470826311,0.0571813490381206,1.1517231061904,-2.12647368436466,-0.157555497538652,1.04455379428352,-2.04389240407119,0.252464422688978,0.81507444754745,-1.63409011616276
22.565,-0.045200195524832,0.909588208256574,-1.76580563995225,0.0563085688698834,1.15434707422626,-2.1391691235074,-0.158875026272252,1.0508798235126,-2.06038586043429,0.254704985318728,0.816465749076228,-1.63417184642298
22.57,-0.0431242993835299,0.910924223123614,-1.76573219014208,0.0551826475633151,1.1560195656343,-2.15029929164452,-0.160292630924087,1.056565855967,-2.07589618863523,0.257280052723116,0.818145249002754,-1.63426267885913
22.575,-0.0409487583595755,0.912396578796416,-1.76569671630859,0.053891816623682,1.15679032239001,-2.15969323858003,-0.161776378369629,1.06145077454115,-2.0902825459634,0.260183624242048,0.82014460196912,-1.63434039213429
22.58,-0.0388377054534248,0.913899764429204,-1.76569671630859,0.0525413281467668,1.15654990252327,-2.16659973079576,-0.163201462295195,1.065020975064,-2.10197279569738,0.263148113499809,0.822123785257451,-1.634393493096
22.585,-0.0367215386991834,0.915308285459455,-1.76566912405254,0.0511479472201628,1.15520569204878,-2.1707885412116,-0.16456586773151,1.06715910674447,-2.11043251015501,0.266051366176775,0.823943694131605,-1.63444901235341
22.59,-0.0345595354199507,0.916704778819302,-1.7656272683556,0.0497218673686307,1.15290255031435,-2.17313572751644,-0.165823889165419,1.0682517572912,-2.11659233567821,0.269037428194979,0.825640257956007,-1.63444849754624
22.595,-0.0323776831794648,0.918163121334678,-1.7655318675878,0.0481795520752167,1.14951551874102,-2.17344620738236,-0.16694126589051,1.06818414066859,-2.12040351326019,0.272031618838058,0.827423410147636,-1.63444634162598
22.6,-0.0301068556666135,0.919578798518849,-1.76545450687408,0.0464536261528859,1.14478006042645,-2.1712625640132,-0.168040330747917,1.06690292543119,-2.12163571299885,0.275003814879599,0.829477043774175,-1.63451487627083
22.605,-0.0278013994910748,0.920996348215092,-1.76541597869802,0.044635578729721,1.13883698267076,-2.16670394042837,-0.169012316684649,1.06454919682934,-2.12063007369999,0.277975262298532,0.831600755780891,-1.63457393632924
22.61,-0.0252551755568962,0.922573373754727,-1.76527641272047,0.042569602929094,1.13121656400897,-2.15897059208014,-0.169931781330407,1.06084628985598,-2.11717222308537,0.281245421361259,0.834007698269067,-1.63462117275981
22.615,-0.0224867559598436,0.924256740727005,-1.76503987088156,0.0402821295401187,1.12241545073111,-2.14836942494602,-0.170860891337737,1.05599314193,-2.11129646707954,0.284795037089526,0.836663697718369,-1.63468132709659
22.62,-0.0198996868644447,0.925945953372737,-1.76476314777718,0.0379684114792753,1.11338747056672,-2.13654189849945,-0.171557266591347,1.05047803456392,-2.10336899667484,0.28828289417649,0.839114778163014,-1.63469843824138
22.625,-0.0173312773523552,0.927705904729673,-1.76430158917592,0.0354573316300515,1.10369300381299,-2.12402224817138,-0.172067726407417,1.04422860045474,-2.0937901303059,0.291698761475972,0.841473539549646,-1.6346502688525
